"","x"
"2142","true"
"2143","true"
"2144","true"
"2145","true"
"2146","false"
"2147","true"
"2148","true"
"2149","true"
"2150","true"
"2151","true"
"2152","true"
"2153","false"
"2154","true"
"2155","false"
"2156","false"
"2157","false"
"2158","true"
"2159","false"
"2160","true"
"2161","false"
"2162","false"
"2163","false"
"2164","true"
"2165","true"
"2166","true"
"2167","true"
"2168","true"
"2169","true"
"2170","true"
"2171","true"
"2172","false"
"2173","true"
"2174","true"
"2175","false"
"2176","false"
"2177","false"
"2178","false"
"2179","true"
"2180","false"
"2181","true"
"2182","false"
"2183","true"
"2184","false"
"2185","true"
"2186","false"
"2187","true"
"2188","false"
"2189","false"
"2190","true"
"2191","false"
"2192","true"
"2193","false"
"2194","true"
"2195","true"
"2196","false"
"2197","false"
"2198","false"
"2199","false"
"2200","true"
"2201","true"
"2202","false"
"2203","true"
"2204","true"
"2205","true"
"2206","true"
"2207","true"
"2208","true"
"2209","true"
"2210","true"
"2211","true"
"2212","true"
"2213","false"
"2214","false"
"2215","true"
"2216","false"
"2217","false"
"2218","false"
"2219","false"
"2220","true"
"2221","false"
"2222","true"
"2223","false"
"2224","false"
"2225","true"
"2226","true"
"2227","false"
"2228","true"
"2229","false"
"2230","false"
"2231","true"
"2232","true"
"2233","true"
"2234","false"
"2235","false"
"2236","true"
"2237","false"
"2238","false"
"2239","false"
"2240","false"
"2241","false"
"2242","true"
"2243","true"
"2244","true"
"2245","true"
"2246","true"
"2247","false"
"2248","true"
"2249","false"
"2250","false"
"2251","false"
"2252","false"
"2253","false"
"2254","false"
"2255","false"
"2256","true"
"2257","true"
"2258","false"
"2259","true"
"2260","false"
"2261","false"
"2262","false"
"2263","false"
"2264","true"
"2265","false"
"2266","false"
"2267","true"
"2268","false"
"2269","true"
"2270","false"
"2271","false"
"2272","false"
"2273","false"
"2274","true"
"2275","false"
"2276","true"
"2277","false"
"2278","true"
"2279","true"
"2280","false"
"2281","true"
"2282","true"
"2283","true"
"2284","false"
"2285","true"
"2286","false"
"2287","false"
"2288","true"
"2289","false"
"2290","true"
"2291","false"
"2292","false"
"2293","true"
"2294","false"
"2295","true"
"2296","true"
"2297","false"
"2298","true"
"2299","true"
"2300","true"
"2301","false"
"2302","true"
"2303","false"
"2304","true"
"2305","false"
"2306","true"
"2307","false"
"2308","true"
"2309","true"
"2310","false"
"2311","false"
"2312","false"
"2313","false"
"2314","false"
"2315","true"
"2316","false"
"2317","true"
"2318","false"
"2319","true"
"2320","true"
"2321","false"
"2322","true"
"2323","true"
"2324","true"
"2325","false"
"2326","false"
"2327","false"
"2328","true"
"2329","false"
"2330","true"
"2331","false"
"2332","true"
"2333","true"
"2334","false"
"2335","false"
"2336","true"
"2337","false"
"2338","false"
"2339","true"
"2340","false"
"2341","false"
"2342","true"
"2343","false"
"2344","false"
"2345","false"
"2346","false"
"2347","true"
"2348","true"
"2349","false"
"2350","true"
"2351","true"
"2352","false"
"2353","false"
"2354","true"
"2355","false"
"2356","true"
"2357","false"
"2358","true"
"2359","false"
"2360","false"
"2361","false"
"2362","true"
"2363","true"
"2364","false"
"2365","false"
"2366","false"
"2367","true"
"2368","false"
"2369","true"
"2370","false"
"2371","true"
"2372","true"
"2373","true"
"2374","false"
"2375","true"
"2376","false"
"2377","true"
"2378","true"
"2379","false"
"2380","false"
"2381","false"
"2382","false"
"2383","true"
"2384","true"
"2385","false"
"2386","false"
"2387","false"
"2388","true"
"2389","true"
"2390","false"
"2391","false"
"2392","true"
"2393","true"
"2394","true"
"2395","false"
"2396","true"
"2397","false"
"2398","false"
"2399","false"
"2400","false"
"2401","true"
"2402","false"
"2403","true"
"2404","true"
"2405","false"
"2406","false"
"2407","false"
"2408","true"
"2409","true"
"2410","true"
"2411","true"
"2412","false"
"2413","true"
"2414","true"
"2415","false"
"2416","true"
"2417","false"
"2418","false"
"2419","false"
"2420","false"
"2421","false"
"2422","true"
"2423","false"
"2424","true"
"2425","true"
"2426","true"
"2427","false"
"2428","true"
"2429","true"
"2430","false"
"2431","true"
"2432","true"
"2433","true"
"2434","false"
"2435","false"
"2436","false"
"2437","true"
"2438","false"
"2439","true"
"2440","true"
"2441","true"
"2442","false"
"2443","true"
"2444","true"
"2445","true"
"2446","true"
"2447","true"
"2448","false"
"2449","true"
"2450","false"
"2451","true"
"2452","false"
"2453","true"
"2454","true"
"2455","false"
"2456","true"
"2457","true"
"2458","true"
"2459","true"
"2460","false"
"2461","false"
"2462","true"
"2463","true"
"2464","false"
"2465","false"
"2466","true"
"2467","true"
"2468","true"
"2469","false"
"2470","true"
"2471","true"
"2472","false"
"2473","true"
"2474","true"
"2475","true"
"2476","false"
"2477","true"
"2478","true"
"2479","true"
"2480","false"
"2481","false"
"2482","true"
"2483","false"
"2484","true"
"2485","false"
"2486","false"
"2487","true"
"2488","false"
"2489","false"
"2490","false"
"2491","false"
"2492","false"
"2493","true"
"2494","false"
"2495","true"
"2496","true"
"2497","false"
"2498","false"
"2499","false"
"2500","false"
"2501","false"
"2502","false"
"2503","false"
"2504","false"
"2505","false"
"2506","true"
"2507","false"
"2508","true"
"2509","false"
"2510","false"
"2511","true"
"2512","true"
"2513","true"
"2514","true"
"2515","true"
"2516","true"
"2517","false"
"2518","false"
"2519","false"
"2520","true"
"2521","true"
"2522","true"
"2523","false"
"2524","true"
"2525","false"
"2526","false"
"2527","false"
"2528","false"
"2529","true"
"2530","false"
"2531","false"
"2532","false"
"2533","true"
"2534","true"
"2535","true"
"2536","true"
"2537","false"
"2538","true"
"2539","false"
"2540","true"
"2541","true"
"2542","false"
"2543","false"
"2544","false"
"2545","true"
"2546","false"
"2547","true"
"2548","true"
"2549","true"
"2550","true"
"2551","true"
"2552","true"
"2553","true"
"2554","false"
"2555","false"
"2556","true"
"2557","true"
"2558","false"
"2559","true"
"2560","true"
"2561","false"
"2562","true"
"2563","true"
"2564","false"
"2565","false"
"2566","true"
"2567","true"
"2568","false"
"2569","false"
"2570","false"
"2571","false"
"2572","true"
"2573","true"
"2574","true"
"2575","false"
"2576","false"
"2577","false"
"2578","false"
"2579","true"
"2580","true"
"2581","true"
"2582","false"
"2583","false"
"2584","false"
"2585","false"
"2586","false"
"2587","true"
"2588","true"
"2589","true"
"2590","false"
"2591","false"
"2592","false"
"2593","true"
"2594","true"
"2595","true"
"2596","true"
"2597","true"
"2598","false"
"2599","true"
"2600","true"
"2601","true"
"2602","false"
"2603","false"
"2604","true"
"2605","true"
"2606","true"
"2607","false"
"2608","false"
"2609","true"
"2610","true"
"2611","true"
"2612","false"
"2613","false"
"2614","false"
"2615","false"
"2616","true"
"2617","false"
"2618","false"
"2619","false"
"2620","true"
"2621","false"
"2622","false"
"2623","false"
"2624","false"
"2625","true"
"2626","false"
"2627","false"
"2628","true"
"2629","true"
"2630","false"
"2631","true"
"2632","false"
"2633","false"
"2634","true"
"2635","true"
"2636","true"
"2637","false"
"2638","true"
"2639","true"
"2640","true"
"2641","true"
"2642","true"
"2643","false"
"2644","false"
"2645","true"
"2646","false"
"2647","false"
"2648","false"
"2649","false"
"2650","false"
"2651","false"
"2652","false"
"2653","false"
"2654","false"
"2655","true"
"2656","true"
"2657","true"
"2658","true"
"2659","true"
"2660","true"
"2661","false"
"2662","true"
"2663","false"
"2664","false"
"2665","false"
"2666","false"
"2667","true"
"2668","true"
"2669","true"
"2670","false"
"2671","true"
"2672","false"
"2673","true"
"2674","true"
"2675","false"
"2676","false"
"2677","false"
"2678","true"
"2679","false"
"2680","true"
"2681","false"
"2682","true"
"2683","false"
"2684","false"
"2685","true"
"2686","false"
"2687","false"
"2688","true"
"2689","true"
"2690","true"
"2691","true"
"2692","true"
"2693","true"
"2694","true"
"2695","false"
"2696","false"
"2697","false"
"2698","true"
"2699","true"
"2700","false"
"2701","true"
"2702","false"
"2703","true"
"2704","false"
"2705","true"
"2706","true"
"2707","false"
"2708","false"
"2709","false"
"2710","true"
"2711","true"
"2712","true"
"2713","true"
"2714","true"
"2715","true"
"2716","true"
"2717","false"
"2718","true"
"2719","true"
"2720","false"
"2721","true"
"2722","true"
"2723","true"
"2724","true"
"2725","true"
"2726","true"
"2727","true"
"2728","false"
"2729","true"
"2730","false"
"2731","false"
"2732","false"
"2733","true"
"2734","false"
"2735","true"
"2736","false"
"2737","true"
"2738","false"
"2739","true"
"2740","false"
"2741","true"
"2742","false"
"2743","false"
"2744","false"
"2745","false"
"2746","false"
"2747","false"
"2748","true"
"2749","false"
"2750","false"
"2751","true"
"2752","true"
"2753","true"
"2754","true"
"2755","true"
"2756","false"
"2757","true"
"2758","true"
"2759","false"
"2760","true"
"2761","true"
"2762","true"
"2763","true"
"2764","false"
"2765","false"
"2766","true"
"2767","false"
"2768","false"
"2769","true"
"2770","true"
"2771","true"
"2772","false"
"2773","false"
"2774","false"
"2775","true"
"2776","true"
"2777","false"
"2778","true"
"2779","true"
"2780","false"
"2781","false"
"2782","true"
"2783","true"
"2784","false"
"2785","false"
"2786","true"
"2787","true"
"2788","true"
"2789","true"
"2790","false"
"2791","false"
"2792","false"
"2793","true"
"2794","true"
"2795","true"
"2796","true"
"2797","true"
"2798","false"
"2799","false"
"2800","false"
"2801","true"
"2802","true"
"2803","false"
"2804","false"
"2805","false"
"2806","true"
"2807","false"
"2808","true"
"2809","true"
"2810","true"
"2811","true"
"2812","true"
"2813","false"
"2814","true"
"2815","false"
"2816","true"
"2817","true"
"2818","false"
"2819","false"
"2820","false"
"2821","true"
"2822","true"
"2823","true"
"2824","true"
"2825","false"
"2826","true"
"2827","false"
"2828","true"
"2829","true"
"2830","false"
"2831","true"
"2832","true"
"2833","false"
"2834","false"
"2835","false"
"2836","true"
"2837","true"
"2838","false"
"2839","false"
"2840","true"
"2841","true"
"2842","true"
"2843","true"
"2844","false"
"2845","false"
"2846","true"
"2847","false"
"2848","true"
"2849","true"
"2850","true"
"2851","true"
"2852","true"
"2853","false"
"2854","true"
"2855","false"
"2856","false"
"2857","true"
"2858","false"
"2859","true"
"2860","true"
"2861","false"
"2862","true"
"2863","true"
"2864","true"
"2865","true"
"2866","false"
"2867","true"
"2868","false"
"2869","false"
"2870","true"
"2871","true"
"2872","false"
"2873","false"
"2874","false"
"2875","true"
"2876","true"
"2877","true"
"2878","false"
"2879","false"
"2880","true"
"2881","false"
"2882","false"
"2883","false"
"2884","false"
"2885","true"
"2886","false"
"2887","false"
"2888","true"
"2889","true"
"2890","true"
"2891","true"
"2892","true"
"2893","true"
"2894","true"
"2895","false"
"2896","false"
"2897","true"
"2898","false"
"2899","true"
"2900","false"
"2901","false"
"2902","true"
"2903","true"
"2904","false"
"2905","true"
"2906","true"
"2907","false"
"2908","false"
"2909","true"
"2910","true"
"2911","true"
"2912","true"
"2913","false"
"2914","true"
"2915","false"
"2916","false"
"2917","false"
"2918","false"
"2919","true"
"2920","false"
"2921","false"
"2922","false"
"2923","true"
"2924","false"
"2925","true"
"2926","false"
"2927","false"
"2928","false"
"2929","true"
"2930","false"
"2931","false"
"2932","false"
"2933","true"
"2934","false"
"2935","false"
"2936","true"
"2937","false"
"2938","false"
"2939","true"
"2940","true"
"2941","true"
"2942","false"
"2943","true"
"2944","false"
"2945","false"
"2946","true"
"2947","false"
"2948","true"
"2949","false"
"2950","true"
"2951","true"
"2952","true"
"2953","false"
"2954","true"
"2955","true"
"2956","false"
"2957","true"
"2958","true"
"2959","true"
"2960","true"
"2961","false"
"2962","false"
"2963","false"
"2964","false"
"2965","true"
"2966","true"
"2967","true"
"2968","true"
"2969","true"
"2970","false"
"2971","false"
"2972","false"
"2973","true"
"2974","true"
"2975","false"
"2976","true"
"2977","false"
"2978","false"
"2979","false"
"2980","false"
"2981","false"
"2982","false"
"2983","true"
"2984","false"
"2985","true"
"2986","true"
"2987","true"
"2988","true"
"2989","true"
"2990","false"
"2991","true"
"2992","true"
"2993","false"
"2994","false"
"2995","true"
"2996","true"
"2997","false"
"2998","false"
"2999","true"
"3000","true"
"3001","false"
"3002","true"
"3003","false"
"3004","true"
"3005","true"
"3006","false"
"3007","false"
"3008","false"
"3009","true"
"3010","false"
"3011","true"
"3012","true"
"3013","false"
"3014","true"
"3015","false"
"3016","false"
"3017","false"
"3018","true"
"3019","true"
"3020","true"
"3021","true"
"3022","true"
"3023","true"
"3024","true"
"3025","false"
"3026","true"
"3027","true"
"3028","false"
"3029","true"
"3030","true"
"3031","false"
"3032","true"
"3033","false"
"3034","true"
"3035","true"
"3036","true"
"3037","true"
"3038","false"
"3039","false"
"3040","false"
"3041","true"
"3042","false"
"3043","true"
"3044","false"
"3045","true"
"3046","false"
"3047","false"
"3048","false"
"3049","false"
"3050","true"
"3051","false"
"3052","false"
"3053","true"
"3054","true"
"3055","true"
"3056","true"
"3057","false"
"3058","true"
"3059","false"
"3060","true"
"3061","false"
"3062","true"
"3063","false"
"3064","false"
"3065","false"
"3066","false"
"3067","true"
"3068","false"
"3069","true"
"3070","false"
"3071","false"
"3072","false"
"3073","false"
"3074","false"
"3075","true"
"3076","false"
"3077","true"
"3078","false"
"3079","false"
"3080","false"
"3081","false"
"3082","true"
"3083","false"
"3084","false"
"3085","false"
"3086","true"
"3087","true"
"3088","true"
"3089","true"
"3090","false"
"3091","true"
"3092","false"
"3093","true"
"3094","true"
"3095","true"
"3096","true"
"3097","false"
"3098","true"
"3099","true"
"3100","true"
"3101","false"
"3102","false"
"3103","false"
"3104","false"
"3105","true"
"3106","true"
"3107","false"
"3108","true"
"3109","false"
"3110","false"
"3111","false"
"3112","false"
"3113","true"
"3114","true"
"3115","true"
"3116","true"
"3117","true"
"3118","true"
"3119","false"
"3120","false"
"3121","true"
"3122","false"
"3123","false"
"3124","false"
"3125","true"
"3126","false"
"3127","false"
"3128","false"
"3129","true"
"3130","false"
"3131","false"
"3132","false"
"3133","false"
"3134","false"
"3135","false"
"3136","true"
"3137","true"
"3138","false"
"3139","false"
"3140","true"
"3141","true"
"3142","true"
"3143","true"
"3144","false"
"3145","true"
"3146","false"
"3147","true"
"3148","true"
"3149","false"
"3150","true"
"3151","true"
"3152","false"
"3153","false"
"3154","false"
"3155","true"
"3156","true"
"3157","false"
"3158","true"
"3159","true"
"3160","true"
"3161","true"
"3162","true"
"3163","true"
"3164","false"
"3165","true"
"3166","true"
"3167","false"
"3168","false"
"3169","false"
"3170","true"
"3171","true"
"3172","true"
"3173","true"
"3174","true"
"3175","true"
"3176","false"
"3177","false"
"3178","false"
"3179","false"
"3180","false"
"3181","true"
"3182","true"
"3183","false"
"3184","false"
"3185","true"
"3186","false"
"3187","false"
"3188","false"
"3189","true"
"3190","false"
"3191","true"
"3192","false"
"3193","true"
"3194","true"
"3195","true"
"3196","true"
"3197","true"
"3198","true"
"3199","true"
"3200","false"
"3201","true"
"3202","false"
"3203","false"
"3204","false"
"3205","true"
"3206","false"
"3207","true"
"3208","false"
"3209","false"
"3210","true"
"3211","true"
"3212","false"
"3213","false"
"3214","false"
"3215","true"
"3216","true"
"3217","true"
"3218","false"
"3219","false"
"3220","true"
"3221","true"
"3222","false"
"3223","true"
"3224","true"
"3225","true"
"3226","false"
"3227","true"
"3228","false"
"3229","true"
"3230","true"
"3231","true"
"3232","true"
"3233","false"
"3234","false"
"3235","false"
"3236","true"
"3237","false"
"3238","true"
"3239","true"
"3240","false"
"3241","true"
"3242","true"
"3243","true"
"3244","false"
"3245","true"
"3246","true"
"3247","false"
"3248","true"
"3249","false"
"3250","true"
"3251","true"
"3252","false"
"3253","false"
"3254","true"
"3255","true"
"3256","false"
"3257","true"
"3258","true"
"3259","true"
"3260","true"
"3261","true"
"3262","true"
"3263","false"
"3264","false"
"3265","false"
"3266","false"
"3267","false"
"3268","true"
"3269","false"
"3270","true"
"3271","false"
"3272","false"
"3273","false"
"3274","true"
"3275","true"
"3276","false"
"3277","false"
"3278","true"
"3279","false"
"3280","false"
"3281","false"
"3282","true"
"3283","true"
"3284","true"
"3285","true"
"3286","true"
"3287","true"
"3288","false"
"3289","false"
"3290","true"
"3291","true"
"3292","false"
"3293","true"
"3294","true"
"3295","false"
"3296","true"
"3297","true"
"3298","true"
"3299","false"
"3300","true"
"3301","true"
"3302","true"
"3303","false"
"3304","true"
"3305","true"
"3306","true"
"3307","false"
"3308","true"
"3309","true"
"3310","true"
"3311","false"
"3312","true"
"3313","true"
"3314","false"
"3315","false"
"3316","false"
"3317","false"
"3318","false"
"3319","false"
"3320","true"
"3321","true"
"3322","false"
"3323","true"
"3324","true"
"3325","false"
"3326","false"
"3327","true"
"3328","false"
"3329","true"
"3330","false"
"3331","true"
"3332","false"
"3333","false"
"3334","false"
"3335","false"
"3336","true"
"3337","true"
"3338","false"
"3339","true"
"3340","false"
"3341","false"
"3342","false"
"3343","true"
"3344","true"
"3345","true"
"3346","false"
"3347","false"
"3348","true"
"3349","true"
"3350","false"
"3351","true"
"3352","false"
"3353","false"
"3354","true"
"3355","true"
"3356","false"
"3357","false"
"3358","true"
"3359","true"
"3360","true"
"3361","false"
"3362","true"
"3363","false"
"3364","false"
"3365","true"
"3366","false"
"3367","true"
"3368","false"
"3369","true"
"3370","false"
"3371","true"
"3372","true"
"3373","true"
"3374","false"
"3375","true"
"3376","true"
"3377","false"
"3378","true"
"3379","true"
"3380","true"
"3381","true"
"3382","false"
"3383","false"
"3384","true"
"3385","true"
"3386","true"
"3387","false"
"3388","true"
"3389","true"
"3390","false"
"3391","true"
"3392","true"
"3393","true"
"3394","true"
"3395","false"
"3396","false"
"3397","false"
"3398","false"
"3399","false"
"3400","true"
"3401","true"
"3402","false"
"3403","true"
"3404","false"
"3405","true"
"3406","true"
"3407","true"
"3408","true"
"3409","false"
"3410","false"
"3411","true"
"3412","false"
"3413","true"
"3414","true"
"3415","false"
"3416","false"
"3417","false"
"3418","false"
"3419","false"
"3420","false"
"3421","false"
"3422","false"
"3423","true"
"3424","true"
"3425","false"
"3426","false"
"3427","false"
"3428","true"
"3429","true"
"3430","false"
"3431","true"
"3432","false"
"3433","true"
"3434","false"
"3435","false"
"3436","true"
"3437","true"
"3438","true"
"3439","false"
"3440","true"
"3441","false"
"3442","true"
"3443","true"
"3444","true"
"3445","false"
"3446","true"
"3447","true"
"3448","false"
"3449","false"
"3450","false"
"3451","true"
"3452","true"
"3453","true"
"3454","true"
"3455","false"
"3456","true"
"3457","true"
"3458","true"
"3459","true"
"3460","false"
"3461","false"
"3462","true"
"3463","true"
"3464","false"
"3465","true"
"3466","true"
"3467","false"
"3468","true"
"3469","false"
"3470","true"
"3471","true"
"3472","false"
"3473","true"
"3474","false"
"3475","false"
"3476","false"
"3477","true"
"3478","false"
"3479","false"
"3480","false"
"3481","false"
"3482","true"
"3483","true"
"3484","true"
"3485","false"
"3486","true"
"3487","true"
"3488","true"
"3489","true"
"3490","true"
"3491","false"
"3492","true"
"3493","true"
"3494","true"
"3495","false"
"3496","true"
"3497","false"
"3498","true"
"3499","false"
"3500","true"
"3501","false"
"3502","true"
"3503","true"
"3504","false"
"3505","true"
"3506","false"
"3507","false"
"3508","false"
"3509","false"
"3510","true"
"3511","true"
"3512","false"
"3513","false"
"3514","true"
"3515","false"
"3516","false"
"3517","true"
"3518","false"
"3519","true"
"3520","false"
"3521","true"
"3522","true"
"3523","true"
"3524","true"
"3525","true"
"3526","true"
"3527","false"
"3528","true"
"3529","true"
"3530","false"
"3531","true"
"3532","false"
"3533","true"
"3534","true"
"3535","false"
"3536","true"
"3537","false"
"3538","false"
"3539","false"
"3540","false"
"3541","true"
"3542","true"
"3543","true"
"3544","false"
"3545","false"
"3546","true"
"3547","true"
"3548","true"
"3549","false"
"3550","true"
"3551","true"
"3552","false"
"3553","false"
"3554","false"
"3555","false"
"3556","false"
"3557","true"
"3558","true"
"3559","true"
"3560","false"
"3561","false"
"3562","true"
"3563","false"
"3564","true"
"3565","false"
"3566","true"
"3567","true"
"3568","true"
"3569","false"
"3570","true"
"3571","true"
"3572","false"
"3573","true"
"3574","true"
"3575","true"
"3576","false"
"3577","true"
"3578","false"
"3579","false"
"3580","true"
"3581","false"
"3582","false"
"3583","true"
"3584","true"
"3585","false"
"3586","true"
"3587","true"
"3588","false"
"3589","false"
"3590","true"
"3591","false"
"3592","true"
"3593","false"
"3594","true"
"3595","false"
"3596","true"
"3597","true"
"3598","false"
"3599","true"
"3600","false"
"3601","false"
"3602","true"
"3603","true"
"3604","false"
"3605","true"
"3606","false"
"3607","true"
"3608","false"
"3609","false"
"3610","false"
"3611","true"
"3612","true"
"3613","true"
"3614","false"
"3615","true"
"3616","true"
"3617","true"
"3618","true"
"3619","true"
"3620","true"
"3621","false"
"3622","false"
"3623","false"
"3624","false"
"3625","false"
"3626","false"
"3627","true"
"3628","false"
"3629","true"
"3630","false"
"3631","true"
"3632","true"
"3633","false"
"3634","false"
"3635","false"
"3636","true"
"3637","true"
"3638","true"
"3639","false"
"3640","false"
"3641","false"
"3642","false"
"3643","true"
"3644","true"
"3645","true"
"3646","true"
"3647","false"
"3648","false"
"3649","true"
"3650","false"
"3651","true"
"3652","false"
"3653","false"
"3654","false"
"3655","false"
"3656","true"
"3657","false"
"3658","true"
"3659","true"
"3660","true"
"3661","false"
"3662","true"
"3663","true"
"3664","false"
"3665","true"
"3666","false"
"3667","true"
"3668","false"
"3669","false"
"3670","false"
"3671","false"
"3672","false"
"3673","true"
"3674","true"
"3675","true"
"3676","true"
"3677","true"
"3678","true"
"3679","true"
"3680","true"
"3681","false"
"3682","false"
"3683","false"
"3684","true"
"3685","true"
"3686","true"
"3687","false"
"3688","false"
"3689","false"
"3690","false"
"3691","true"
"3692","true"
"3693","true"
"3694","false"
"3695","true"
"3696","true"
"3697","false"
"3698","true"
"3699","true"
"3700","true"
"3701","true"
"3702","true"
"3703","true"
"3704","false"
"3705","false"
"3706","false"
"3707","true"
"3708","true"
"3709","true"
"3710","true"
"3711","false"
"3712","false"
"3713","true"
"3714","true"
"3715","true"
"3716","true"
"3717","false"
"3718","false"
"3719","false"
"3720","true"
"3721","true"
"3722","true"
"3723","true"
"3724","false"
"3725","true"
"3726","true"
"3727","true"
"3728","false"
"3729","false"
"3730","false"
"3731","false"
"3732","true"
"3733","true"
"3734","true"
"3735","false"
"3736","true"
"3737","true"
"3738","false"
"3739","true"
"3740","false"
"3741","false"
"3742","true"
"3743","true"
"3744","false"
"3745","true"
"3746","false"
"3747","false"
"3748","false"
"3749","true"
"3750","false"
"3751","false"
"3752","false"
"3753","false"
"3754","false"
"3755","true"
"3756","true"
"3757","false"
"3758","true"
"3759","true"
"3760","true"
"3761","false"
"3762","true"
"3763","true"
"3764","false"
"3765","false"
"3766","false"
"3767","true"
"3768","true"
"3769","true"
"3770","true"
"3771","true"
"3772","true"
"3773","false"
"3774","true"
"3775","false"
"3776","false"
"3777","false"
"3778","false"
"3779","false"
"3780","true"
"3781","true"
"3782","true"
"3783","true"
"3784","true"
"3785","true"
"3786","false"
"3787","true"
"3788","true"
"3789","false"
"3790","true"
"3791","false"
"3792","false"
"3793","true"
"3794","true"
"3795","true"
"3796","true"
"3797","true"
"3798","false"
"3799","false"
"3800","false"
"3801","true"
"3802","true"
"3803","false"
"3804","false"
"3805","true"
"3806","false"
"3807","false"
"3808","true"
"3809","false"
"3810","true"
"3811","false"
"3812","false"
"3813","false"
"3814","false"
"3815","false"
"3816","true"
"3817","true"
"3818","true"
"3819","false"
"3820","false"
"3821","false"
"3822","false"
"3823","true"
"3824","true"
"3825","true"
"3826","true"
"3827","false"
"3828","true"
"3829","false"
"3830","true"
"3831","true"
"3832","false"
"3833","true"
"3834","true"
"3835","true"
"3836","true"
"3837","false"
"3838","false"
"3839","false"
"3840","true"
"3841","false"
"3842","true"
"3843","true"
"3844","true"
"3845","true"
"3846","true"
"3847","true"
"3848","true"
"3849","false"
"3850","false"
"3851","false"
"3852","false"
"3853","true"
"3854","true"
"3855","true"
"3856","false"
"3857","true"
"3858","true"
"3859","false"
"3860","false"
"3861","true"
"3862","false"
"3863","true"
"3864","true"
"3865","true"
"3866","false"
"3867","true"
"3868","true"
"3869","true"
"3870","false"
"3871","true"
"3872","false"
"3873","true"
"3874","true"
"3875","false"
"3876","false"
"3877","false"
"3878","true"
"3879","true"
"3880","false"
"3881","true"
"3882","false"
"3883","true"
"3884","true"
"3885","true"
"3886","false"
"3887","false"
"3888","false"
"3889","false"
"3890","true"
"3891","true"
"3892","false"
"3893","false"
"3894","false"
"3895","true"
"3896","false"
"3897","false"
"3898","false"
"3899","true"
"3900","true"
"3901","true"
"3902","false"
"3903","true"
"3904","true"
"3905","true"
"3906","false"
"3907","true"
"3908","true"
"3909","false"
"3910","true"
"3911","false"
"3912","true"
"3913","true"
"3914","true"
"3915","true"
"3916","false"
"3917","false"
"3918","true"
"3919","true"
"3920","false"
"3921","false"
"3922","false"
"3923","false"
"3924","true"
"3925","false"
"3926","true"
"3927","false"
"3928","false"
"3929","false"
"3930","true"
"3931","true"
"3932","true"
"3933","true"
"3934","false"
"3935","false"
"3936","false"
"3937","true"
"3938","true"
"3939","false"
"3940","false"
"3941","false"
"3942","false"
"3943","true"
"3944","true"
"3945","true"
"3946","true"
"3947","false"
"3948","true"
"3949","true"
"3950","true"
"3951","true"
"3952","false"
"3953","false"
"3954","false"
"3955","true"
"3956","false"
"3957","true"
"3958","true"
"3959","false"
"3960","false"
"3961","false"
"3962","true"
"3963","true"
"3964","true"
"3965","true"
"3966","true"
"3967","false"
"3968","true"
"3969","false"
"3970","false"
"3971","false"
"3972","false"
"3973","true"
"3974","true"
"3975","true"
"3976","true"
"3977","true"
"3978","false"
"3979","true"
"3980","true"
"3981","true"
"3982","false"
"3983","true"
"3984","false"
"3985","true"
"3986","true"
"3987","false"
"3988","true"
"3989","true"
"3990","false"
"3991","true"
"3992","true"
"3993","true"
"3994","true"
"3995","false"
"3996","true"
"3997","false"
"3998","false"
"3999","false"
"4000","false"
"4001","true"
"4002","true"
"4003","false"
"4004","false"
"4005","true"
"4006","true"
"4007","false"
"4008","false"
"4009","true"
"4010","true"
"4011","false"
"4012","false"
"4013","false"
"4014","false"
"4015","true"
"4016","true"
"4017","false"
"4018","false"
"4019","false"
"4020","false"
"4021","false"
"4022","true"
"4023","false"
"4024","false"
"4025","false"
"4026","true"
"4027","false"
"4028","false"
"4029","false"
"4030","false"
"4031","true"
"4032","false"
"4033","true"
"4034","false"
"4035","true"
"4036","true"
"4037","false"
"4038","false"
"4039","false"
"4040","false"
"4041","true"
"4042","true"
"4043","false"
"4044","true"
"4045","false"
"4046","true"
"4047","true"
"4048","true"
"4049","true"
"4050","true"
"4051","true"
"4052","true"
"4053","true"
"4054","true"
"4055","false"
"4056","false"
"4057","false"
"4058","true"
"4059","true"
"4060","false"
"4061","false"
"4062","true"
"4063","false"
"4064","false"
"4065","false"
"4066","true"
"4067","true"
"4068","false"
"4069","true"
"4070","false"
"4071","true"
"4072","true"
"4073","false"
"4074","true"
"4075","false"
"4076","true"
"4077","true"
"4078","false"
"4079","true"
"4080","true"
"4081","true"
"4082","true"
"4083","false"
"4084","true"
"4085","false"
"4086","true"
"4087","true"
"4088","true"
"4089","false"
"4090","false"
"4091","true"
"4092","false"
"4093","false"
"4094","true"
"4095","true"
"4096","true"
"4097","true"
"4098","false"
"4099","false"
"4100","true"
"4101","true"
"4102","true"
"4103","true"
"4104","true"
"4105","true"
"4106","true"
"4107","true"
"4108","true"
"4109","false"
"4110","true"
"4111","false"
"4112","false"
"4113","false"
"4114","false"
"4115","true"
"4116","false"
"4117","false"
"4118","true"
"4119","false"
"4120","false"
"4121","false"
"4122","false"
"4123","false"
"4124","false"
"4125","true"
"4126","true"
"4127","false"
"4128","true"
"4129","false"
"4130","true"
"4131","false"
"4132","true"
"4133","true"
"4134","false"
"4135","false"
"4136","false"
"4137","true"
"4138","false"
"4139","false"
"4140","true"
